gameTitle,platform,Publisher,developer,ReleaseDate
Major League Baseball 2K11,PS2,2K Sports,Visual Concepts,08/03/2011
PopCap Hits! Vol 2,X360,Mastertronic,PopCap Games,11/03/2011
Stoked: Big Air Edition,PC,Namco Bandai,Bongfish GmbH,11/03/2011
Hidden Photo,DS,PQube,PQube,11/03/2011
Homefront    Read the review,X360,THQ,Kaos Studios,15/03/2011
Homefront,PS3,THQ,Kaos Studios,15/03/2011
Top Spin 4,PS3,2K Sports,2K Czech,15/03/2011
OkamiDen    Read the review,DS,Capcom,Capcom,15/03/2011
Homefront,PC,THQ,Kaos Studios,15/03/2011
Ar tonelico Qoga: Knell of Ar Ciel    Read the review,PS3,NIS America,Gust,15/03/2011
Top Spin 4,Wii,2K Sports,2K Czech,15/03/2011
MotoGP 10/11,X360,Capcom,Monumental Games,15/03/2011
Maximum Racing: GP Classic Racing,Wii,Unknown,Brain in a Jar,15/03/2011
TV Total Events,Wii,7G//AMES,7G//AMES,15/03/2011
Hanaoni: Koisomeru Koku - Eikyuu no Shirushi,PSP,Idea Factory,Idea Factory,17/03/2011
My Fitness Coach: Club,PS3,Ubisoft,Ubisoft,18/03/2011
Germany's Next Topmodel 2011,DS,7G//AMES,SevenOne Intermedia GmbH,18/03/2011
LEGO Star Wars III: The Clone Wars,Wii,LucasArts,Traveller's Tales,22/03/2011
Crysis 2    Read the review,X360,Electronic Arts,Crytek,22/03/2011
LEGO Star Wars III: The Clone Wars    Read the review,PS3,LucasArts,Traveller's Tales,22/03/2011
Crysis 2,PC,Electronic Arts,Crytek,22/03/2011
Asphalt 3D    Read the review,3DS,Ubisoft,Konami,22/03/2011
LEGO Star Wars III: The Clone Wars,PSP,LucasArts,Traveller's Tales,22/03/2011
LEGO Star Wars III: The Clone Wars,PC,LucasArts,Traveller's Tales,22/03/2011
Dynasty Warriors 7,X360,Tecmo Koei,Omega Force,22/03/2011
PlayStation Move Heroes,PS3,Sony Computer Entertainment,Nihilistic Software,22/03/2011
Naruto Shippuden: Kizuna Drive,PSP,Namco Bandai,Bandai Namco Games,22/03/2011
Mayhem 3D,PS3,Evolved Games,Zoo Games,22/03/2011
Castlevania: Lords of Shadow - Reverie,PSN,Konami,Mercury Steam,22/03/2011
Gundam the 3D Battle,3DS,Namco Bandai,Namco Bandai Games,24/03/2011
Classic Dungeon X2,PSP,Nippon Ichi Software,System Prisma,24/03/2011
Gakuen Hetalia Portable,PSP,Idea Factory,Idea Factory,24/03/2011
Pro Evolution Soccer 2011 3D,3DS,Konami,Konami,25/03/2011
Serious Sam HD: The First and Second Encounters,X360,Mastertronic,Croteam,25/03/2011
The Sims 3,3DS,Electronic Arts,The Sims Studio,27/03/2011
Nintendogs + Cats Golden Retriever and New Friends,3DS,Nintendo,Nintendo EAD,27/03/2011
Nanda's Island,DS,Mumbo Jumbo,MumboJumbo,28/03/2011
The 3rd Birthday,PSP,Square Enix,HexaDrive,29/03/2011
Need for Speed: Shift 2 Unleashed    Read the review,X360,Electronic Arts,Slightly Mad Studios,29/03/2011
WWE All Stars    Read the review,X360,THQ,THQ,29/03/2011
HOP,DS,505 Games,505 Games,29/03/2011
Maximum Racing: Crash Car Racer,Wii,Unknown,Brain in a Jar,29/03/2011
Lost Identities,DS,SVG Distribution,dtp entertainment AG,29/03/2011
Maximum Racing: Rally Racer,Wii,Unknown,Brain in a Jar,29/03/2011
Dragon Quest Monsters: Joker 2 Professional,DS,Square Enix,TOSE Software,31/03/2011
We Sing Down Under,Wii,Nordic Games,Le Cortex,31/03/2011
ArmA II: Reinforcements,PC,Unknown,Bohemia Interactive,01/04/2011
"Carnival Games: Monkey See, Monkey Do!",X360,2K Play,Take-Two Interactive,05/04/2011
Are You Alice?,PSP,Idea Factory,Idea Factory,07/04/2011
Princess Frontier Portable,PSP,Alchemist,Alchemist,07/04/2011
Eschatos,X360,Qute,Qute Corporation,07/04/2011
Wildlife Park 3,PC,bitComposer Games,B.Alive,08/04/2011
Raving Rabbids: Travel in Time 3D,3DS,Ubisoft,Ubisoft Paris,10/04/2011
Tom Clancy's Splinter Cell 3D,3DS,Ubisoft,Gameloft,10/04/2011
Michael Jackson: The Experience,X360,Ubisoft,Ubisoft Montreal,12/04/2011
World of Tanks,PC,Wargaming.net,Wargaming.net,12/04/2011
Patapon 3,PSP,Sony Computer Entertainment,Pyramid/JAPAN Studio,12/04/2011
Rio,Wii,THQ,TBA,12/04/2011
Rio,DS,THQ,TBA,12/04/2011
DanceDanceRevolution,X360,Konami,Konami,12/04/2011
TrackMania Turbo: Build to Race,DS,DreamCatcher Interactive,Firebrand Games,12/04/2011
Dai-2-Ji Super Robot Taisen Z: Hakai-hen,PSP,Banpresto,Banpresto,14/04/2011
Pro Yakyuu Spirits 2011,PSP,Konami,PawaPuro Production,14/04/2011
Cross Channel: In Memory of All People,X360,CyberFront,KID Corporation,14/04/2011
WSC Real 11: World Snooker Championship,X360,Koch Media,Dark Energy Digital,15/04/2011
Mortal Kombat (2011)    Read the review,PS3,Warner Bros. Interactive Entertainment,NetherRealm Studios,19/04/2011
Portal 2,PS3,Valve,Valve Software,19/04/2011
Mortal Kombat,PS3,Warner Bros. Interactive,NetherRealm Studios,19/04/2011
SOCOM 4: U.S. Navy SEALs    Read the review,PS3,Sony Computer Entertainment,Zipper Interactive,19/04/2011
Final Fantasy IV: The Complete Collection,PSP,Square Enix,Matrix Software,19/04/2011
Prince of Persia Trilogy,PS3,Ubisoft,Ubisoft,19/04/2011
Conduit 2    Read the review,Wii,Sega,High Voltage Software,19/04/2011
Gem Quest: 4 Elements,DS,Storm City Games,Mastertronic,19/04/2011
Majesty 2 Collection,PC,Paradox Interactive,1C:Ino-Co,19/04/2011
Monster Hunter Frontier Online: Forward 1,X360,Capcom,Capcom,20/04/2011
Castlevania: Lords of Shadow - Reverie    Read the review,XBL,Konami,Mercury Steam,20/04/2011
Learn with Pokémon: Typing Adventure,DS,Nintendo,Genius Sonority Inc.,21/04/2011
Billy's Boot Camp: Wii de Enjoy Diet!,Wii,Rocket Company,Rocket Company,21/04/2011
GachiTora! Abarenbou Kyoushi in High School,PSP,Spike,Spike,21/04/2011
Original Story from Fairy Tail: Gekitotsu! Kardia Daiseidou,DS,Hudson Soft,Hudson Soft,21/04/2011
The Tiny Bang Story,PC,Unknown,Colibri Games,22/04/2011
Darkspore,PC,Electronic Arts,Maxis,26/04/2011
Remington Super Slam Hunting: Alaska,Wii,Mastiff,Mastiff,26/04/2011
Man vs. Wild,PS3,Crave Entertainment,Scientifically Proven,26/04/2011
Man vs. Wild,Wii,Crave Entertainment,Scientifically Proven,26/04/2011
Enclave: Shadows of Twilight,Wii,TopWare,Village1 Entertainment,27/04/2011
Otome wa Oanesama ni Koi Shiteru Portable: 2-Jin no Elder,PSP,Alchemist,Alchemist,28/04/2011
Starry * Sky: In Winter - PSP Edition,PSP,Asgard,Asgard,28/04/2011
Cradle Double Pack,DS,Rising Star,cerasus.media GmbH,28/04/2011
Mega Minis Volume 3,PSP,Sony Computer Entertainment,Various,29/04/2011
Mega Minis Volume 2,PSP,Sony Computer Entertainment,Various,29/04/2011
Mega Minis Volume 1,PSP,Sony Computer Entertainment,Various,29/04/2011
MotorStorm: Apocalypse    Read the review,PS3,Sony Computer Entertainment,Evolution Studios,03/05/2011
Thor: God of Thunder,Wii,Sega,Red Fly Studio,03/05/2011
Thor: God of Thunder,PS3,Sega,Liquid Entertainment,03/05/2011
Thor: God of Thunder,X360,Sega,Liquid Entertainment,03/05/2011
Thor: God of Thunder,DS,Sega,WayForward Technologies,03/05/2011
Challenge Me: Word Puzzles,Wii,O-Games,O Games,03/05/2011
Mount & Blade: With Fire & Sword,PC,Paradox Interactive,Snowberry Connection and Sich Studio,03/05/2011
The History Channel: Great Battles - Medieval,X360,Slitherine Software,Slitherine Software,09/05/2011
Garshasp: The Monster Slayer,PC,Unknown,Dead Mage Studio,09/05/2011
LEGO Pirates of the Caribbean: The Video Game,Wii,Disney Interactive Studios,Traveller's Tales,10/05/2011
LEGO Pirates of the Caribbean: The Video Game,X360,Disney Interactive Studios,Traveller's Tales,10/05/2011
Brink    Read the review,X360,Bethesda Softworks,Splash Damage,10/05/2011
Brink,PS3,Bethesda Softworks,Splash Damage,10/05/2011
LEGO Pirates of the Caribbean: The Video Game,3DS,Disney Interactive Studios,TT Fusion,10/05/2011
MX vs. ATV: Alive,PS3,THQ,Rainbow Studios,10/05/2011
LEGO Pirates of the Caribbean: The Video Game,PSP,Disney Interactive Studios,Traveller's Tales,10/05/2011
Virtua Tennis 4,X360,Sega,Sega-AM2,10/05/2011
Yu-Gi-Oh! 5D's World Championship 2011: Over the Nexus,DS,Konami,Konami,10/05/2011
Virtua Tennis 4    Read the review,Wii,Sega,Sega-AM2,10/05/2011
The First Templar,X360,Kalypso,Haemimont Games,10/05/2011
The First Templar,PC,Kalypso,Haemimont Games,10/05/2011
Dream Trigger 3D,3DS,D3 Publisher,Art Corporation,10/05/2011
Touch 'N' Play Collection,DS,O-Games,O-Games,10/05/2011
SBK 2011: FIM Superbike World Championship,PS3,Black Bean Games,Milestone S.r.l,11/05/2011
SBK 2011: FIM Superbike World Championship,X360,Black Bean Games,Milestone S.r.l,11/05/2011
SBK 2011: FIM Superbike World Championship,PC,Black Bean Games,Milestone S.r.l,11/05/2011
Suzumiya Haruhi no Tsuisou,PSP,Namco Bandai,Bandai Namco Games,12/05/2011
Suzumiya Haruhi no Tsuisou,PS3,Namco Bandai,Bandai Namco Games,12/05/2011
DokuSui: DokiDoki Suikoden,PSP,Irem Software Engineering,Silicon Studio,12/05/2011
The Witcher 2: Assassins of Kings    Read the review,PC,Atari,CD Projekt Red Studio,17/05/2011
ExerBeat,Wii,Namco Bandai,Tamsoft Corporation,17/05/2011
Cake Mania: Main Street,DS,Majesco,Sandlot Games,17/05/2011
Super Sonic Racer,Wii,Zoo Games,Zoo Games,17/05/2011
Akiba's Trip,PSP,Acquire,PROPE,19/05/2011
DiRT 3,PS3,Codemasters,Codemasters,24/05/2011
DiRT 3    Read the review,X360,Codemasters,Codemasters,24/05/2011
Kung Fu Panda 2,X360,THQ,THQ,24/05/2011
DiRT 3,PC,Codemasters,Codemasters,24/05/2011
Emily the Strange: Strangerous,DS,Conspiracy Entertainment,Tri Synergy,24/05/2011
LEGO Pirates of the Caribbean: The Video Game,PC,Disney Interactive Studios,Traveller's Tales,24/05/2011
King Arthur Collection,PC,Paradox Interactive,NeoCoreGames,24/05/2011
We Sing Deutsche Hits,Wii,Nordic Games,Le Cortex,26/05/2011
Treasure Report: Kikai Jikake no Isan,DS,Namco Bandai,Namco Bandai Games,26/05/2011
Memories Off: Yubikiri no Kikou,PSP,5pb,5pb. Games,26/05/2011
Red Stone DS: Akaki Ishi ni Michibikareshi Monotachi,DS,Unknown,Logic Korea,26/05/2011
"Iza, Shutsujin! Koisen",PSP,Quinrose,QuinRose,26/05/2011
The Sims 3: Generations,PC,Electronic Arts,The Sims Studio,31/05/2011
Hunted: The Demon's Forge,PS3,Bethesda Softworks,InXile Entertainment,31/05/2011
Hunted: The Demon's Forge    Read the review,X360,Bethesda Softworks,InXile Entertainment,31/05/2011
Maximum Racing: Super Truck Racer,Wii,Unknown,Brain in a Jar,31/05/2011
Maximum Racing: Sprint Cars,Wii,Unknown,Brain in a Jar,31/05/2011
Cartoon Network: Punch Time Explosion,3DS,Crave Entertainment,Papaya Studios,02/06/2011
Duke Nukem Trilogy: Critical Mass,DS,Deep Silver,FrontLine Studios,06/06/2011
Red Faction: Armageddon    Read the review,PS3,THQ,Volition Inc.,07/06/2011
Green Lantern: Rise of the Manhunters,3DS,Warner Bros. Interactive,Griptonite Games,07/06/2011
Green Lantern: Rise of the Manhunters,X360,Warner Bros. Interactive,Griptonite Games,07/06/2011
Green Lantern: Rise of the Manhunters,DS,Warner Bros. Interactive,Griptonite Games,07/06/2011
Green Lantern: Rise of the Manhunters,Wii,Warner Bros. Interactive,Griptonite Games,07/06/2011
Operation Flashpoint: Red River,PC,Codemasters,Codemasters,07/06/2011
Crazy Machines,Wii,Mentor Interactive,FAKT Software GmBH,07/06/2011
Pride of Nations,PC,Paradox Interactive,AGEOD,07/06/2011
White Knight Chronicles: Origins,PSP,Sony Computer Entertainment,SCE Japan Studio,10/06/2011
Duke Nukem Forever    Read the review,PS3,2K Games,Gearbox Software,14/06/2011
Alice: Madness Returns,PS3,Electronic Arts,Spicy Horse,14/06/2011
Transformers: Dark of the Moon,3DS,Activision,Behaviour Interactive Inc.,14/06/2011
Record of Agarest War Zero    Read the review,PS3,Aksys Games,Compile Heart,14/06/2011
Record of Agarest War Zero,X360,Aksys Games,Compile Heart,14/06/2011
Cubic Ninja,3DS,Ubisoft,AQ Interactive,14/06/2011
Top Gun,PS3,505 Games,Doublesix,14/06/2011
Hollywood Files: Deadly Intrigues,DS,Unknown,Foreign Media Games,14/06/2011
Steins;Gate: Darling of Loving Vows,X360,5pb,Nitro+,16/06/2011
Donkey Kong,3DS,Nintendo,Nintendo,16/06/2011
Jewel Legends: Tree of Life,DS,Rising Star,Rising Star Games,17/06/2011
Jewel Time Deluxe,PC,O-Games,O Games,17/06/2011
Cars 2,DS,Disney Interactive Studios,Avalanche Software,21/06/2011
Cars 2,Wii,Disney Interactive Studios,Avalanche Software,21/06/2011
Cars 2,PS3,Disney Interactive Studios,Avalanche Software,21/06/2011
Cars 2,X360,Disney Interactive Studios,Avalanche Software,21/06/2011
F.E.A.R. 3,PS3,Warner Bros. Interactive,Day 1 Studios,21/06/2011
F.E.A.R. 3    Read the review,X360,Warner Bros. Interactive,Day 1 Studios,21/06/2011
Dungeon Siege III,PS3,Square Enix,Obsidian Entertainment,21/06/2011
Dungeon Siege III,X360,Square Enix,Obsidian Entertainment,21/06/2011
Petz Fantasy 3D,3DS,Ubisoft,Ubisoft,21/06/2011
Gummy Bears Magical Medallion,Wii,Storm City Games,Storm City Games,21/06/2011
Cars 2,PC,Disney Interactive Studios,Avalanche Software,21/06/2011
Steins;Gate,PSP,Kadokawa Shoten,Nitro+,23/06/2011
Mother Goose no Himitsu no Yakata,PSP,Quinrose,QuinRose,23/06/2011
Gloria Union,PSP,Atlus,Sting,23/06/2011
Earth Seeker,Wii,Kadokawa Shoten,Crafts & Meisters,23/06/2011
Virtua Tennis 4,PC,Sega,Sega,24/06/2011
Mystery Case Files: The Malgrave Incident,Wii,Nintendo,Big Fish Games,27/06/2011
UFC Personal Trainer: The Ultimate Fitness System,X360,THQ,THQ,28/06/2011
UFC Personal Trainer: The Ultimate Fitness System,PS3,THQ,THQ,28/06/2011
Reel Fishing Paradise 3D,3DS,Natsume,Natsume,28/06/2011
Dynasty Warriors: Gundam 3    Read the review,X360,Tecmo Koei,Omega Force,28/06/2011
Gunslingers,Wii,Valcon Games,Neko Entertainment,28/06/2011
Mystery Stories: Curse of the Ancient Spirits,DS,Unknown,Avanquest Software,28/06/2011
Jewels of the Ages,DS,City Interactive,City Interactive,28/06/2011
Wicked Monster Blast!,Wii,Valcon Games,"Corecell Technology Co.,Ltd.",28/06/2011
Fishdom,DS,Atari,Playrix Entertainment,28/06/2011
Treasure Chase,DS,Storm City Games,Storm City Games,28/06/2011
Maximum Racing: Super Karts,Wii,Unknown,Nordic Games Publishing,28/06/2011
Shutsugeki! Otometachi no Senjou 2: Ikusabana no Kizuna,PSP,System Soft,System Soft,30/06/2011
Street Cleaning Simulator,PC,Excalibur Publishing,TML Studios,01/07/2011
Earth Defense Force: Insect Armageddon,PS3,D3 Publisher,Vicious Cycle,05/07/2011
Earth Defense Force: Insect Armageddon,X360,D3 Publisher,Vicious Cycle,05/07/2011
Super Street Fighter IV: Arcade Edition,PC,Capcom,Capcom / Dimps Corporation,05/07/2011
PlayStation Move Ape Escape,PS3,Sony Computer Entertainment,SCE Japan Studio,05/07/2011
Resistance Dual Pack,PS3,Sony Computer Entertainment,Insomniac Games,05/07/2011
Ken to Mahou to Gakuen Mono. 3D,3DS,Acquire,ZeroDiv,07/07/2011
Suzumiya Haruhi-Chan no Mahjong,PSP,Kadokawa Shoten,Kadokawa Shoten,07/07/2011
NCAA Football 12,X360,EA Sports,EA Tiburon,12/07/2011
Harry Potter and the Deathly Hallows - Part 2,X360,Electronic Arts,EA Bright Light,12/07/2011
Harry Potter and the Deathly Hallows - Part 2,Wii,Electronic Arts,EA Bright Light,12/07/2011
Harry Potter and the Deathly Hallows - Part 2,PS3,Electronic Arts,EA Bright Light,12/07/2011
Ben 10 Triple Pack,DS,D3 Publisher,D3 Publisher,12/07/2011
Harry Potter and the Deathly Hallows - Part 2,DS,Electronic Arts,EA Bright Light,12/07/2011
UFC Personal Trainer: The Ultimate Fitness System,Wii,THQ,THQ,12/07/2011
Harry Potter and the Deathly Hallows - Part 2,PC,Electronic Arts,EA Bright Light,12/07/2011
Just Dance 2: Extra Songs,Wii,Ubisoft,Ubisoft Paris,15/07/2011
Unsolved Mystery Club: Ancient Astronauts,PC,Freeze Tag,Freeze Tag,17/07/2011
Call of Juarez: The Cartel,PS3,Ubisoft,Techland,19/07/2011
Call of Juarez: The Cartel,X360,Ubisoft,Techland,19/07/2011
Captain America: Super Soldier,PS3,Sega,Next Level Games,19/07/2011
Captain America: Super Soldier,DS,Sega,Sega,19/07/2011
Sengoku Basara: Chronicle Heroes,PSP,Capcom,Access Games,21/07/2011
No More Heroes: Red Zone,PS3,Marvelous Interactive,FeelPlus,21/07/2011
Nisenochigiri: Omoide no Saki e,PSP,Idea Factory,Idea Factory,21/07/2011
Catherine    Read the review,PS3,Atlus,Atlus,26/07/2011
Pac-Man & Galaga Dimensions,3DS,Namco Bandai,Namco Bandai Games,26/07/2011
Match 3 Madness,DS,Unknown,Most Wanted Entertainment,26/07/2011
Queen's Gate: Spiral Chaos,PSP,Namco Bandai,Bandai Namco Games,28/07/2011
Hakuouki: Reimeiroku Portable,PSP,Idea Factory,Otomate,28/07/2011
Saka Agari Hurricane Portable,PSP,Alchemist,Alchemist,28/07/2011
Shinigami to Shoujo,PSP,Takuyo,Takuyo,28/07/2011
Max & the Magic Marker,DS,Unknown,Press Play,30/07/2011
Phineas and Ferb: Across the 2nd Dimension    Read the review,PS3,Disney Interactive Studios,High Impact Games,02/08/2011
Pirates of Black Cove,PC,Paradox Interactive,Nitro Games,02/08/2011
LIMBO,PC,Unknown,Playdead,02/08/2011
Bleach: Soul Resurreccion,PS3,NIS America,Eighting,03/08/2011
Toriko: Gourmet Survival!,PSP,Namco Bandai,Namco Bandai Games,04/08/2011
All Kamen Rider: Rider Generation,DS,Namco Bandai,Namco Bandai Games,04/08/2011
Demolition Company: Gold Edition,PC,Unknown,Giants Software,04/08/2011
StormLover Karen!!,PSP,D3 Publisher,Vridge,04/08/2011
Nobunaga no Yabou: Soutensoku with Power-Up Kit,PSP,Tecmo Koei,Tecmo Koei Games,04/08/2011
Paramedic Simulator,PC,Unknown,Just Sims,05/08/2011
The Mysterious Case of Dr. Jekyll and Mr. Hyde,DS,O-Games,O-Games,09/08/2011
Railway Simulator,PC,Unknown,N2V Games,09/08/2011
Hidden Mysteries: Royal Family Secrets,PC,GameMill,GameMill Publishing,09/08/2011
MonHun Nikki: Poka Poka Ailu Mura G,PSP,Capcom,From Software,10/08/2011
The Clockwork Man,PC,Unknown,Total Eclipse,10/08/2011
Uta no * Prince-Sama: Repeat,PSP,Broccoli,Broccoli,11/08/2011
El Shaddai: Ascension of the Metatron,X360,Ignition Entertainment,Ignition Entertainment,16/08/2011
Jerry Rice and Nitus' Dog Football,Wii,Tommo,Judo Baby,16/08/2011
Get Up Games: Family Sports,Wii,O-Games,O Games,16/08/2011
From Dust,PC,Ubisoft,Ubisoft Montpellier,17/08/2011
Amnesia,PSP,Idea Factory,Idea Factory,18/08/2011
Bunmei Haruka: Aoiza Ibunroku,PSP,FuRyu Corporation,FuRyu Corporation,18/08/2011
Airport Simulator,PC,Unknown,Just Sims,19/08/2011
Digger Simulator,PC,Excalibur Publishing Limited,Astragon,19/08/2011
Mystery Tales 2: The Spirit Mask,DS,Unknown,Easy Interactive,21/08/2011
IGT Slots: Lucky Larry's Lobstermania,PC,Masque Publishing,Masque Publishing,22/08/2011
Shin Megami Tensei: Devil Survivor Overclocked,3DS,Atlus,Career Soft,23/08/2011
Shin Megami Tensei: Devil Survivor Overclocked    Read the review,3DS,Atlus,Career Soft,23/08/2011
Sengoku Musou 3 Empires,PS3,Tecmo Koei,Omega Force,25/08/2011
Kidou Senshi Gundam: Shin Gihren no Yabou,PSP,Namco Bandai,Namco Bandai Games,25/08/2011
Durarara!! 3way Standoff: Alley,PSP,Kadokawa Shoten,Kadokawa Games,25/08/2011
Rugby World Cup 2011,PS3,505 Games,HB Studios Multimedia,26/08/2011
The Lost Treasures of Alexandria,DS,Unknown,Licensed 4U,26/08/2011
Madden NFL 12    Read the review,PS3,EA Sports,EA Tiburon,30/08/2011
Madden NFL 12,Wii,EA Sports,EA Tiburon,30/08/2011
Tropico 4,PC,Kalypso,Haemimont Games,30/08/2011
Sing4: The Hits Edition,Wii,Crave Entertainment,Crave,30/08/2011
The Sims Medieval: Pirates and Nobles,PC,Electronic Arts,The Sims Studio,30/08/2011
Bodycount    Read the review,X360,Codemasters,Guildford Studio,30/08/2011
Junior Mystery Quest,DS,Unknown,Navarre Corp,30/08/2011
Angler's Club: Ultimate Bass Fishing 3D,3DS,D3 Publisher,D3 Publisher,30/08/2011
Air Conflicts: Secret Wars,PC,bitComposer Games,Games Farm,30/08/2011
Vampire Mansion: Linda Hyde,DS,Unknown,Easy Interactive,01/09/2011
Nano Diver,PSP,Takara Tomy,Takara Tomy,01/09/2011
Champion Jockey: G1 Jockey & Gallop Racer,X360,Tecmo Koei,Tecmo Koei Games,02/09/2011
Summer Challenge: Athletics Tournament,PS3,PQube,DTP Entertainment,02/09/2011
Summer Challenge: Athletics Tournament,Wii,PQube,DTP Young Entertainment,02/09/2011
Summer Challenge: Athletics Tournament,PC,PQube,DTP Entertainment,02/09/2011
Magic Ball 4,PC,PlayV,Dream Dale,02/09/2011
Dead Island    Read the review,X360,Deep Silver,Techland,06/09/2011
Dead Island,PS3,Deep Silver,Techland,06/09/2011
Disgaea 4: A Promise Unforgotten    Read the review,PS3,NIS America,Nippon Ichi Software,06/09/2011
"Warhammer 40,000: Space Marine",X360,THQ,Relic Entertainment,06/09/2011
"Warhammer 40,000: Space Marine",PS3,THQ,Relic Entertainment,06/09/2011
Rugby World Cup 2011,X360,505 Games,HB Studios Multimedia,06/09/2011
Driver: Renegade,3DS,Ubisoft,Ubisoft,06/09/2011
Voodoo Chronicles: First Sign,PC,ValuSoft,ValuSoft,06/09/2011
thinkSMART: Chess for Kids,DS,Mentor Interactive,Mentor Interactive,06/09/2011
Chuck E. Cheese's Super Collection,Wii,UFO Interactive,UFO Interactive,07/09/2011
Biohazard: Revival Selection,PS3,Capcom,Capcom,08/09/2011
Monkey Island: Special Edition Collection,X360,Activision,LucasArts,09/09/2011
Nicktoons MLB,X360,2K Sports,2K Sports,13/09/2011
Nicktoons MLB,Wii,2K Sports,2K Sports,13/09/2011
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,DS,THQ,THQ,13/09/2011
Nicktoons MLB,DS,2K Sports,2K Sports,13/09/2011
Thor: God of Thunder,3DS,Sega,WayForward Technologies,13/09/2011
Puzzler Mind Gym 3D,3DS,Ubisoft,Ubisoft,13/09/2011
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,Wii,THQ,THQ,13/09/2011
Casino Chaos With Las Vegas Players Collection,PC,THQ,ValuSoft,13/09/2011
Escape the Emerald Star,PC,PopCap Games,PopCap,13/09/2011
Sengoku,PC,Paradox Interactive,Paradox Interactive,13/09/2011
The Treasures of Mystery Island 3 Pack - Save Mystery Island!,PC,Unknown,Viva Media,13/09/2011
Ferrari: The Race Experience,PSN,Deep Silver,Eutechnyx,13/09/2011
Dunamis 15,PS3,5pb,5pb. Games,15/09/2011
Gekka Ryouran Romance,PSP,Idea Factory,Idea Factory,15/09/2011
Dunamis 15,X360,5pb,5pb. Games,15/09/2011
Mahjong 300,DS,Avanquest,Avanquest Software,16/09/2011
F1 2011,PC,Codemasters,Codemasters Birmingham,19/09/2011
F1 2011    Read the review,X360,Codemasters,Codemasters Birmingham,20/09/2011
Harvest Moon: The Tale of Two Towns,DS,Natsume,Marvelous Interactive,20/09/2011
"Barbie: Jet, Set & Style!",DS,THQ,THQ,20/09/2011
Frogger 3D,3DS,Konami,Alpha Unit,20/09/2011
Brunswick Pro Bowling    Read the review,3DS,Crave Entertainment,Crave Entertainment,20/09/2011
Supremacy MMA,X360,505 Games,Kung Fu Factory,20/09/2011
Yu-Gi-Oh! 5D's Tag Force 6,PSP,Konami,Konami,22/09/2011
Senran Kagura: Shoujotachi no Shinei,3DS,Marvelous Interactive,Marvelous Interactive,22/09/2011
Busou Shinki: Battle Masters Mk. 2,PSP,Konami,Konami,22/09/2011
ICO,PS3,Sony Computer Entertainment,Bluepoint Games,22/09/2011
To Heart 2 DX Plus,PS3,Aquaplus,Aquaplus,22/09/2011
Shadow of the Colossus,PS3,Sony Computer Entertainment,Bluepoint Games,22/09/2011
Just Sing! Vol. 2,DS,PQube,Engine Software,23/09/2011
Nuclear Dawn,PC,Viva Media,InterWave Studios,26/09/2011
FIFA Soccer 12,PS3,EA Sports,EA Canada,27/09/2011
FIFA Soccer 12,X360,EA Sports,EA Canada,27/09/2011
Pro Evolution Soccer 2012,PS3,Konami,Konami,27/09/2011
FIFA Soccer 12,Wii,EA Sports,EA Canada,27/09/2011
Pro Evolution Soccer 2012,X360,Konami,Konami,27/09/2011
FIFA Soccer 12,PC,EA Sports,EA Canada,27/09/2011
Atelier Totori: The Adventurer of Arland    Read the review,PS3,NIS America,Gust,27/09/2011
X-Men: Destiny,PS3,Activision,Silicon Knights,27/09/2011
X-Men: Destiny    Read the review,X360,Activision,Silicon Knights,27/09/2011
Cabela's Big Game Hunter 2012,PS3,Activision,Activision,27/09/2011
Solatorobo: Red the Hunter,DS,Xseed Games,CyberConnect2,27/09/2011
Driver: San Francisco,PC,Ubisoft,Ubisoft Reflections,27/09/2011
X-Men: Destiny,Wii,Activision,Silicon Knights,27/09/2011
FIFA Soccer 12,PS2,EA Sports,EA Canada,27/09/2011
ZhuZhu Pets: Quest for Zhu,DS,Activision,Activision,27/09/2011
Dungeons - The Dark Lord,PC,Kalypso,Kalypso,27/09/2011
May's Mystery: Forbidden Memories,DS,Unknown,Mastertronic,28/09/2011
Monster Hunter Frontier Online: Forward 2,X360,Capcom,Capcom,28/09/2011
The Legend of Heroes: Ao no Kiseki,PSP,Falcom Corporation,Nihon Falcom Corporation,29/09/2011
Hana to Ikimono Rittai Zukan,3DS,Nintendo,Nintendo,29/09/2011
Off-Road Drive,PC,1C Company,Avalon Style,29/09/2011
Evangelion Shin Gekijoban: 3nd Impact,PSP,Namco Bandai,Grasshopper Manufacture,29/09/2011
Wand of Fortune 2: Jikuu ni Shizumu Mokushiroku,PSP,Idea Factory,Idea Factory,29/09/2011
Evangelion Shin Gekijoban: 3nd Impact,PSP,Namco Bandai Games,Unknown,29/09/2011
Tetris Axis    Read the review,3DS,Nintendo,Hudson Soft,02/10/2011
Rage    Read the review,PS3,Bethesda Softworks,id Software,04/10/2011
Rage,PC,Bethesda Softworks,id Software,04/10/2011
NBA 2K12,Wii,2K Sports,Visual Concepts,04/10/2011
Spider-Man: Edge of Time,X360,Activision,Beenox,04/10/2011
Kids Learn Math: A+ Edition,DS,Unknown,Talking Stick Games,04/10/2011
Spider-Man: Edge of Time,3DS,Activision,Beenox,04/10/2011
Spider-Man: Edge of Time,Wii,Activision,Beenox,04/10/2011
The Hidden,3DS,Majesco,1st Playable Productions,04/10/2011
